External ID,Document Number,Transaction Number,Maximum of Linked Invoice,Type,Date,Period,Terms,Maximum of Due Date/Receive By,Vendor Category,Vendor Name,Vendor Number,Company Name,Vendor VAT Registration Number,Vendor Billing Address,Vendor Billing Country,Bill to City,Bill to State,Bill to Country,Bill to Zip,Source System,Source System Identifier,City,State/Province,Country,Zip,Currency,Memo (Main),Maximum of GMAX Tax Code,Maximum of NetSuite Tax Item,Maximum of Coupa Tax Code,Maximum of External System Tax Code,Maximum of Tax Code (Consolidated),FOP Type,Sum of Asset,Sum of Accounts Payable,Sum of Other Liabilities,Sum of Income,Sum of Expense,Sum of VAT
00383584862-1305669-001-001-VB,00383584862-1305669-001-001,BL-DK0408280,Invoice #IN-DK4740377,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-940.5,,940.5,,0
00383584871-1305677-001-001-VB,00383584871-1305677-001-001,BL-DK0408281,Invoice #IN-DK4740378,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-1592,,1592,,0
00383584876-1305675-001-001-VB,00383584876-1305675-001-001,BL-DK0408282,Invoice #IN-DK4740379,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-1024.24,,1024.24,,0
00383584893-1305686-001-001-VC,00383584893-1305686-001-001,BC-DK0125995,Credit Memo #CM-DK0310347,Bill Credit,3/19/2020,Mar-20,- None -,,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,1151,,-1151,,0
00383584909-1305680-001-001-VB,00383584909-1305680-001-001,BL-DK0408283,Invoice #IN-DK4740382,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-708,,708,,0
00383584911-1305683-001-001-VC,00383584911-1305683-001-001,BC-DK0125997,Credit Memo #CM-DK0310348,Bill Credit,3/19/2020,Mar-20,- None -,,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,656,,-656,,0
00383584912-1305683-002-001-VC,00383584912-1305683-002-001,BC-DK0125999,Credit Memo #CM-DK0310349,Bill Credit,3/19/2020,Mar-20,- None -,,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,721,,-721,,0
00383584919-1305681-001-001-VB,00383584919-1305681-001-001,BL-DK0408284,Invoice #IN-DK4740383,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-468,,468,,0
00383584922-1305689-001-001-VC,00383584922-1305689-001-001,BC-DK0126001,Credit Memo #CM-DK0310350,Bill Credit,3/19/2020,Mar-20,- None -,,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,1849,,-1849,,0
00383584925-1305692-001-001-VC,00383584925-1305692-001-001,BC-DK0126002,Credit Memo #CM-DK0310351,Bill Credit,3/19/2020,Mar-20,- None -,,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,656,,-656,,0
00383584926-1305692-002-001-VC,00383584926-1305692-002-001,BC-DK0126003,Credit Memo #CM-DK0310352,Bill Credit,3/19/2020,Mar-20,- None -,,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,609,,-609,,0
00383584927-1305693-001-001-VC,00383584927-1305693-001-001,BC-DK0126004,Credit Memo #CM-DK0310353,Bill Credit,3/19/2020,Mar-20,- None -,,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,9619,,-9619,,0
00383584934-1305682-001-001-VC,00383584934-1305682-001-001,BC-DK0126005,Credit Memo #CM-DK0310354,Bill Credit,3/19/2020,Mar-20,- None -,,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,3024,,-3024,,0
00383584935-1305682-002-001-VC,00383584935-1305682-002-001,BC-DK0125986,Credit Memo #CM-DK0310355,Bill Credit,3/19/2020,Mar-20,- None -,,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,3024,,-3024,,0
00383584937-1305685-001-001-VC,00383584937-1305685-001-001,BC-DK0125987,Credit Memo #CM-DK0310356,Bill Credit,3/19/2020,Mar-20,- None -,,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,1006,,-1006,,0
00383584940-1305687-001-001-VC,00383584940-1305687-001-001,BC-DK0125988,Credit Memo #CM-DK0310357,Bill Credit,3/19/2020,Mar-20,- None -,,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,2186,,-2186,,0
00383584942-1305690-001-001-VC,00383584942-1305690-001-001,BC-DK0125989,Credit Memo #CM-DK0310358,Bill Credit,3/19/2020,Mar-20,- None -,,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,656,,-656,,0
00383584943-1305690-002-001-VC,00383584943-1305690-002-001,BC-DK0125990,Credit Memo #CM-DK0310359,Bill Credit,3/19/2020,Mar-20,- None -,,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,609,,-609,,0
00383584947-1305688-001-001-VC,00383584947-1305688-001-001,BC-DK0125991,Credit Memo #CM-DK0310360,Bill Credit,3/19/2020,Mar-20,- None -,,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,2185,,-2185,,0
00383584949-1305691-001-001-VC,00383584949-1305691-001-001,BC-DK0125994,Credit Memo #CM-DK0310361,Bill Credit,3/19/2020,Mar-20,- None -,,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,656,,-656,,0
00383584950-1305691-002-001-VC,00383584950-1305691-002-001,BC-DK0125996,Credit Memo #CM-DK0310362,Bill Credit,3/19/2020,Mar-20,- None -,,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,609,,-609,,0
00383584952-1305696-001-001-VC,00383584952-1305696-001-001,BC-DK0125998,Credit Memo #CM-DK0310363,Bill Credit,3/19/2020,Mar-20,- None -,,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,1151,,-1151,,0
00383584958-1305695-001-001-VC,00383584958-1305695-001-001,BC-DK0126000,Credit Memo #CM-DK0310364,Bill Credit,3/19/2020,Mar-20,- None -,,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,1005,,-1005,,0
00383584959-1305697-001-001-VB,00383584959-1305697-001-001,BL-DK0408285,Invoice #IN-DK4740384,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-1549.65,,1549.65,,0
00383584996-1305698-001-001-VB,00383584996-1305698-001-001,BL-DK0408286,Invoice #IN-DK4740385,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-985,,985,,0
00383585000-1305699-001-001-VB,00383585000-1305699-001-001,BL-DK0408287,Invoice #IN-DK4740386,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-916,,916,,0
00383585054-1305702-001-001-VB,00383585054-1305702-001-001,BL-DK0408288,Invoice #IN-DK4740388,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-2660.01,,2660.01,,0
00383585098-1305703-001-001-VB,00383585098-1305703-001-001,BL-DK0408289,Invoice #IN-DK4740389,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-2780,,2780,,0
00383585148-1305705-001-001-VB,00383585148-1305705-001-001,BL-DK0408290,Invoice #IN-DK4740390,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-2780,,2780,,0
00383585206-1305708-001-001-VB,00383585206-1305708-001-001,BL-DK0408291,Invoice #IN-DK4740393,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-4060,,4060,,0
00383585253-1305712-001-001-VB,00383585253-1305712-001-001,BL-DK0408292,Invoice #IN-DK4740394,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-3374.63,,3374.63,,0
00383585305-1305713-001-001-VB,00383585305-1305713-001-001,BL-DK0408294,Invoice #IN-DK4740396,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-897.83,,897.83,,0
00383585319-1305714-001-001-VB,00383585319-1305714-001-001,BL-DK0408296,Invoice #IN-DK4740397,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-831.51,,831.51,,0
00383585348-1305715-001-001-VB,00383585348-1305715-001-001,BL-DK0408298,Invoice #IN-DK4740398,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-1805.13,,1805.13,,0
00383585365-1305719-001-001-VB,00383585365-1305719-001-001,BL-DK0408300,Invoice #IN-DK4740399,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-994.94,,994.94,,0
00383585377-1305722-001-001-VB,00383585377-1305722-001-001,BL-DK0408302,Invoice #IN-DK4740400,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-1122.38,,1122.38,,0
00383585401-1305728-001-001-VB,00383585401-1305728-001-001,BL-DK0408304,Invoice #IN-DK4740401,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-1332.13,,1332.13,,0
00383585451-1305732-001-001-VB,00383585451-1305732-001-001,BL-DK0408309,Invoice #IN-DK4740473,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-896.17,,896.17,,0
00383585464-1305734-001-001-VB,00383585464-1305734-001-001,BL-DK0408310,Invoice #IN-DK4740474,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-999.38,,999.38,,0
00383585492-1305736-001-001-VB,00383585492-1305736-001-001,BL-DK0408311,Invoice #IN-DK4740475,Bill,3/19/2020,Mar-20,Net 15,3/19/2020,GMAX,44062_1115,,RAVN AIR,- None -,RAVN AIR 4700 OLD INTERNATIONAL AIRPORT ROAD ANCHORAGE AK 99502 United States,United States,ANCHORAGE,AK,United States,99502,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-3978.19,,3978.19,,0
00383585505-1305737-001-001-VB,00383585505-1305737-001-001,BL-DK0408312,Invoice #IN-DK4740477,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-1179.27,,1179.27,,0
00383585562-1305739-001-001-VB,00383585562-1305739-001-001,BL-DK0408313,Invoice #IN-DK4740478,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-627.56,,627.56,,0
00383585562-1305740-004-001-VB,00383585562-1305740-004-001,BL-DK0408314,Invoice #IN-DK4740479,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-996.61,,996.61,,0
00383585582-1305741-001-001-VB,00383585582-1305741-001-001,BL-DK0408315,Invoice #IN-DK4740480,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-6570.56,,6570.56,,0
00383585659-1305742-001-001-VC,00383585659-1305742-001-001,BC-DK0126006,Credit Memo #CM-DK0310399,Bill Credit,3/19/2020,Mar-20,- None -,,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,1021,,-1021,,0
00383585677-1305743-001-001-VB,00383585677-1305743-001-001,BL-DK0408316,Invoice #IN-DK4740481,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-851,,851,,0
00383585681-1305744-001-001-VC,00383585681-1305744-001-001,BC-DK0126007,Credit Memo #CM-DK0310434,Bill Credit,3/19/2020,Mar-20,- None -,,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,36,,-36,,0
00383585727-1305747-001-001-VB,00383585727-1305747-001-001,BL-DK0408317,Invoice #IN-DK4740482,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-1177.97,,1177.97,,0
00383585746-1305750-001-001-VB,00383585746-1305750-001-001,BL-DK0408318,Invoice #IN-DK4740483,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-352.33,,352.33,,0
00383585764-1305748-001-001-VB,00383585764-1305748-001-001,BL-DK0408319,Invoice #IN-DK4740485,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-2965,,2965,,0
00383586155-1305764-001-001-VB,00383586155-1305764-001-001,BL-DK0408320,Invoice #IN-DK4740495,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-2948,,2948,,0
00383586155-1305764-002-001-VB,00383586155-1305764-002-001,BL-DK0408321,Invoice #IN-DK4740496,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-2948,,2948,,0
00383586155-1305764-003-001-VB,00383586155-1305764-003-001,BL-DK0408322,Invoice #IN-DK4740497,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-2948,,2948,,0
00383586155-1305764-004-001-VB,00383586155-1305764-004-001,BL-DK0408323,Invoice #IN-DK4740498,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-2948,,2948,,0
00383586175-1305765-001-001-VB,00383586175-1305765-001-001,BL-DK0408324,Invoice #IN-DK4740499,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-2948,,2948,,0
00383586210-1305766-001-001-VB,00383586210-1305766-001-001,BL-DK0408325,Invoice #IN-DK4740500,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-2948,,2948,,0
00383586210-1305766-002-001-VB,00383586210-1305766-002-001,BL-DK0408326,Invoice #IN-DK4740501,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-2948,,2948,,0
00383586210-1305766-003-001-VB,00383586210-1305766-003-001,BL-DK0408327,Invoice #IN-DK4740502,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-2948,,2948,,0
00383586210-1305766-004-001-VB,00383586210-1305766-004-001,BL-DK0408328,Invoice #IN-DK4740503,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-2948,,2948,,0
00383586214-1305767-001-001-VB,00383586214-1305767-001-001,BL-DK0408329,Invoice #IN-DK4740504,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-2041,,2041,,0
00383586237-1305768-001-001-VB,00383586237-1305768-001-001,BL-DK0408330,Invoice #IN-DK4740505,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-895,,895,,0
00383586279-1305769-001-001-VB,00383586279-1305769-001-001,BL-DK0408331,Invoice #IN-DK4740506,Bill,3/19/2020,Mar-20,- None -,3/19/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-798,,798,,0
