External ID,Document Number,Transaction Number,Maximum of Linked Invoice,Type,Date,Period,Terms,Maximum of Due Date/Receive By,Vendor Category,Vendor Name,Vendor Number,Company Name,Vendor VAT Registration Number,Vendor Billing Address,Vendor Billing Country,Bill to City,Bill to State,Bill to Country,Bill to Zip,Source System,Source System Identifier,City,State/Province,Country,Zip,Currency,Memo (Main),Maximum of GMAX Tax Code,Maximum of NetSuite Tax Item,Maximum of Coupa Tax Code,Maximum of External System Tax Code,Maximum of Tax Code (Consolidated),FOP Type,Sum of Asset,Sum of Accounts Payable,Sum of Other Liabilities,Sum of Income,Sum of Expense,Sum of VAT
00382658945-1294171-003-001-PC,JE-DK0289067,TJE-DK0289067,Credit Memo #CM-DK0306663,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382658945-1294171-003-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382661593-1294273-001-001-PC,JE-DK0289068,TJE-DK0289068,Credit Memo #CM-DK0306731,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382661593-1294273-001-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382661963-1294282-001-001-PC,JE-DK0289069,TJE-DK0289069,Credit Memo #CM-DK0306733,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382661963-1294282-001-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382663246-1294318-006-001-PC,JE-DK0289070,TJE-DK0289070,Credit Memo #CM-DK0306767,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382663246-1294318-006-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382663419-1294322-005-001-PC,JE-DK0289071,TJE-DK0289071,Credit Memo #CM-DK0306773,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382663419-1294322-005-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382670451-1294486-002-001-PC,JE-DK0289072,TJE-DK0289072,Credit Memo #CM-DK0306775,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382670451-1294486-002-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382672529-1294501-002-001-PC,JE-DK0289073,TJE-DK0289073,Credit Memo #CM-DK0306796,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382672529-1294501-002-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382672530-1294501-004-001-PC,JE-DK0289074,TJE-DK0289074,Credit Memo #CM-DK0306797,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382672530-1294501-004-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382674161-1294544-003-001-PC,JE-DK0289075,TJE-DK0289075,Credit Memo #CM-DK0306799,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382674161-1294544-003-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382688852-1294177-001-001-PC,JE-DK0289076,TJE-DK0289076,Credit Memo #CM-DK0306851,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382688852-1294177-001-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382688853-1294177-001-001-PC,JE-DK0289077,TJE-DK0289077,Credit Memo #CM-DK0306852,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382688853-1294177-001-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
- None -,JE-DK0289078,TJE-DK0289078, ,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0289079,TJE-DK0289079, ,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,FINREP,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,53.6,,-53.6,,,
- None -,JE-DK0289080,TJE-DK0289080, ,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0289081,TJE-DK0289081, ,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
579262351-SUMVOID,JE-DK0289082,TJE-DK0289082,Invoice #IN-DK4715211,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE Reversal,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,E218 | Void Script Reversal Transaction,,,,,,- None -,,,,0,,
- None -,JE-DK0289083,TJE-DK0289083, ,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
579262353-SUMVOID,JE-DK0289084,TJE-DK0289084,Invoice #IN-DK4715212,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE Reversal,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,E218 | Void Script Reversal Transaction,,,,,,- None -,,,,0,,
579261922-SUMVOID,JE-DK0289085,TJE-DK0289085,Invoice #IN-DK4715205,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE Reversal,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,E218 | Void Script Reversal Transaction,,,,,,- None -,,,,0,,
- None -,JE-DK0289086,TJE-DK0289086, ,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0289087,TJE-DK0289087, ,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
579375903-SUMVOID,JE-DK0289088,TJE-DK0289088,Invoice #IN-DK4715796,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE Reversal,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,E218 | Void Script Reversal Transaction,,,,,,- None -,,,,0,,
579368979-SUMVOID,JE-DK0289089,TJE-DK0289089,Invoice #IN-DK4715829,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE Reversal,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,E218 | Void Script Reversal Transaction,,,,,,- None -,,,,0,,
- None -,JE-DK0289090,TJE-DK0289090, ,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
579404263-SUMVOID,JE-DK0289091,TJE-DK0289091,Invoice #IN-DK4716759,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE Reversal,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,E218 | Void Script Reversal Transaction,,,,,,- None -,,,,0,,
- None -,JE-DK0289092,TJE-DK0289092, ,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0289093,TJE-DK0289093, ,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0289095,TJE-DK0289095, ,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0289096,TJE-DK0289096, ,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0289097,TJE-DK0289097, ,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0289098,TJE-DK0289098, ,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0289099,TJE-DK0289099, ,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0289100,TJE-DK0289100, ,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0289103,TJE-DK0289103, ,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,SuiteScript: Pay and Reconcilation,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,81582.6,-81582.6,,,
20200506_B&S_Nitin_1115 Cards 5th Mar'20,JE-DK0289148,TJE-DK0289148, ,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,B&S,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,-919.95,,,,919.95,
579400970-SUMVOID,JE-DK0290720,TJE-DK0290720,Credit Memo #CM-DK0307077,Journal,3/6/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE Reversal,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,E218 | Void Script Reversal Transaction,,,,,,- None -,,,,0,,
00379966438-1296378-004-001-VB,00379966438-1296378-004-001,BL-DK0407080,Invoice #IN-DK4718573,Bill,3/7/2020,Mar-20,- None -,3/6/2020,GMAX,40545_1115,,HONORAR AXCESS AFTER HOURS-DK,- None -,HONORAR AXCESS AFTER HOURS Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,F-TFM- -D-2-VT-S-   -25.00,DK-Z,,,F-TFM- -D-2-VT-S-   -25.00,- None -,,0,-93.75,93.75,,0
00381619074-1296383-019-001-VB,00381619074-1296383-019-001,BL-DK0407081,Invoice #IN-DK4718588,Bill,3/7/2020,Mar-20,- None -,3/7/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-786,,786,,0
00382510536-1296406-007-001-VC,00382510536-1296406-007-001,BC-DK0125523,Invoice #IN-DK4718657,Bill Credit,3/7/2020,Mar-20,- None -,,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,158.28,,-158.28,,0
00382837281-1296407-001-001-VB,00382837281-1296407-001-001,BL-DK0407083,Invoice #IN-DK4718652,Bill,3/7/2020,Mar-20,- None -,3/7/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-1600,,1600,,0
00382837406-1296409-001-001-VB,00382837406-1296409-001-001,BL-DK0407084,Invoice #IN-DK4718671,Bill,3/7/2020,Mar-20,- None -,3/7/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-1688,,1688,,0
00382839609-1296473-001-001-VC,00382839609-1296473-001-001,BC-DK0125524,Invoice #IN-DK4718843,Bill Credit,3/7/2020,Mar-20,- None -,,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,84.06,,-84.06,,0
00382839935-1296484-001-001-VB,00382839935-1296484-001-001,BL-DK0407085,Invoice #IN-DK4718874,Bill,3/7/2020,Mar-20,- None -,3/7/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-2967,,2967,,0
00382840140-1296494-001-001-VB,00382840140-1296494-001-001,BL-DK0407086,Invoice #IN-DK4718912,Bill,3/7/2020,Mar-20,- None -,3/7/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-1434,,1434,,0
- None -,JE-DK0289101,TJE-DK0289101, ,Journal,3/7/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0289102,TJE-DK0289102, ,Journal,3/7/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0289104,TJE-DK0289104, ,Journal,3/7/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0289105,TJE-DK0289105, ,Journal,3/7/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
00382786478-1295269-002-001-PC,JE-DK0289106,TJE-DK0289106,Credit Memo #CM-DK0307064,Journal,3/7/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382786478-1295269-002-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382789920-1295713-001-001-PC,JE-DK0289107,TJE-DK0289107,Credit Memo #CM-DK0307095,Journal,3/7/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382789920-1295713-001-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382790638-1295733-001-001-PC,JE-DK0289108,TJE-DK0289108,Credit Memo #CM-DK0307100,Journal,3/7/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382790638-1295733-001-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382791170-1295749-001-001-PC,JE-DK0289109,TJE-DK0289109,Credit Memo #CM-DK0307108,Journal,3/7/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382791170-1295749-001-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382791171-1295749-004-001-PC,JE-DK0289110,TJE-DK0289110,Credit Memo #CM-DK0307109,Journal,3/7/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382791171-1295749-004-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382795846-1295977-001-001-PC,JE-DK0289111,TJE-DK0289111,Credit Memo #CM-DK0307124,Journal,3/7/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382795846-1295977-001-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382795853-1295978-003-001-PC,JE-DK0289112,TJE-DK0289112,Credit Memo #CM-DK0307125,Journal,3/7/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382795853-1295978-003-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382801908-1296186-001-001-PC,JE-DK0289113,TJE-DK0289113,Credit Memo #CM-DK0307136,Journal,3/7/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382801908-1296186-001-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
- None -,JE-DK0289114,TJE-DK0289114, ,Journal,3/7/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0289115,TJE-DK0289115, ,Journal,3/7/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0289116,TJE-DK0289116, ,Journal,3/7/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0289117,TJE-DK0289117, ,Journal,3/7/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0289118,TJE-DK0289118, ,Journal,3/7/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0289119,TJE-DK0289119, ,Journal,3/7/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0289120,TJE-DK0289120, ,Journal,3/7/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0289121,TJE-DK0289121, ,Journal,3/7/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0289122,TJE-DK0289122, ,Journal,3/7/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0289123,TJE-DK0289123, ,Journal,3/7/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0289124,TJE-DK0289124, ,Journal,3/7/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0289125,TJE-DK0289125, ,Journal,3/7/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0289126,TJE-DK0289126, ,Journal,3/7/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0289127,TJE-DK0289127, ,Journal,3/7/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0289128,TJE-DK0289128, ,Journal,3/7/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,SuiteScript: Pay and Reconcilation,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,7446.66,-7446.66,,,
00382006144-1296545-008-001-VB,00382006144-1296545-008-001,BL-DK0407087,Invoice #IN-DK4718955,Bill,3/8/2020,Mar-20,- None -,3/8/2020,GMAX,40418_1115,,INDIGO-DK,- None -,INDIGO Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-1568.94,,1568.94,,0
00382436335-1296504-009-001-VC,00382436335-1296504-009-001,BC-DK0125525,Invoice #IN-DK4718964,Bill Credit,3/8/2020,Mar-20,- None -,,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,58.65,,-58.65,,0
00382634657-1296590-003-001-VB,00382634657-1296590-003-001,BL-DK0407090,Invoice #IN-DK4719069,Bill,3/8/2020,Mar-20,- None -,3/8/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-3856,,3856,,0
00382634658-1296583-003-001-VB,00382634658-1296583-003-001,BL-DK0407089,Invoice #IN-DK4719047,Bill,3/8/2020,Mar-20,- None -,3/8/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-3872,,3872,,0
00382884796-1296582-003-001-VB,00382884796-1296582-003-001,BL-DK0407088,Invoice #IN-DK4719054,Bill,3/8/2020,Mar-20,- None -,3/8/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-2675.84,,2675.84,,0
00382888321-1296615-001-001-VC,00382888321-1296615-001-001,BC-DK0125526,Invoice #IN-DK4719245,Bill Credit,3/8/2020,Mar-20,- None -,,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,44.04,,-44.04,,0
00382888484-1296619-006-001-VC,00382888484-1296619-006-001,BC-DK0125527,Invoice #IN-DK4719260,Bill Credit,3/8/2020,Mar-20,- None -,,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,22.02,,-22.02,,0
